अंस (अंस्)	 । चु॰	 सेट्	 उ॰ । 	अं॑सँ॑ 		समाघाते 	१०।	०४६० ॥
चट्	 । भ्वा॰	 सेट्	 प॰ । 	च॑टेँ॑ 		[वर्षावरणयोः] इत्येके 	०१।	०३३१ ॥
चण्	 । भ्वा॰	 सेट्	 प॰ । 	च॑णँ॑ 		[[गतौ] दाने च] 	०१।	०९०५ ॥
चण्ड्	 । भ्वा॰	 सेट्	 आ॰ । 	च॑डिँ॒ 		कोपे 	०१।	०३१२ ॥
चण्ड्	 । चु॰	 सेट्	 उ॰ । 	च॑डिँ॑ 		कोपे । चण्ड इत्यन्ये 	१०।	००७५ ॥
चत्	 । भ्वा॰	 सेट्	 उ॰ । 	च॑तेँ॒॑ 		[[परिभाषणे] याचने (च)] 	०१।	१००३ ॥
चद्	 । भ्वा॰	 सेट्	 उ॰ । 	च॑देँ॒॑ 		[परिभाषणे] याचने (च) 	०१।	१००४ ॥
चन्	 । भ्वा॰	 सेट्	 प॰ । 	च॑नँ॑ 		च [हिंसार्थः] 	०१।	०९१४ ॥
चन्	 । चु॰	 सेट्	 उ॰ । 	च॑नँ॑ 		श्रद्धोपहननयोरित्येके 	१०।	०३७८ ॥
चन्द्	 । भ्वा॰	 सेट्	 प॰ । 	च॑दिँ॑ 		आह्लादे दीप्तौ च 	०१।	००७१ ॥
चप्	 । चु॰	 सेट्	 उ॰ । 	च॑पँ॑ 		[परिकल्पने] इत्येके 	१०।	०१२१ ॥
चप्	 । भ्वा॰	 सेट्	 प॰ । 	च॑पँ॑ 		सान्त्वने 	०१।	०४६५ ॥
चम्	 । भ्वा॰	 सेट्	 प॰ । 	च॑मुँ॑ 		[अदने] (न मित् - १।९५१) 	०१।	०५४० ॥
चम्	 । स्वा॰	 सेट्	 प॰ । 	च॑मुँ॑ 		भक्षणे (न मित् - १।९५१) 	०५।	०५४० ॥
चम्प्	 । चु॰	 सेट्	 उ॰ । 	च॑पिँ॑ 		गत्याम् 	१०।	०१११ ॥
चय्	 । भ्वा॰	 सेट्	 आ॰ । 	च॑यँ॒ 		[गतौ] 	०१।	०५५० ॥
चर्	 । भ्वा॰	 सेट्	 प॰ । 	च॑रँ॑ 		गत्यर्थाः । चरतिर्भक्षणर्थोऽपिँ (चरँ भक्षणे च) (चरतिर्भक्षणेऽपि) 	०१।	०६४० ॥
चर्	 । चु॰	 सेट्	 उ॰ । 	च॑रँ॑ 		संशये 	१०।	०२७४ ॥
चर्च्	 । तु॰	 सेट्	 प॰ । 	च॑र्चँ॑ 		[परिभाषणभर्त्सनयोः] 	१०।	०२३७ ॥
चर्च्	 । भ्वा॰	 सेट्	 प॰ । 	च॑र्चँ॑ 		[परिभाषणहिंसातर्जनेषु] 	०१।	०८१४ ॥
चर्च्	 । चु॰	 सेट्	 उ॰ । 	च॑र्चँ॑ 		अध्ययने 	०६।	००१९ ॥
चर्ब्	 । भ्वा॰	 सेट्	 प॰ । 	च॑र्बँ॑ 		गतौ । चर्बँ अदने च 	०१।	०४९१ ॥
चर्व्	 । भ्वा॰	 सेट्	 प॰ । 	च॑र्वँ॑ 		अदने 	०१।	०६६० ॥
चल्	 । भ्वा॰	 सेट्	 प॰ । 	च॑लँ॑ 		कम्पने । कम्पने चलिः (मित् - १।९२४) 	०१।	०९६६ ॥
चल्	 । चु॰	 सेट्	 उ॰ । 	च॑लँ॑ 		भृतौ 	०६।	००८३ ॥
चल्	 । तु॰	 सेट्	 प॰ । 	च॑लँ॑ 		विलसने 	१०।	००९७ ॥
चष्	 । भ्वा॰	 सेट्	 उ॰ । 	च॑षँ॒॑ 		भक्षणे 	०१।	१०३४ ॥
चह (चह्)	 । चु॰	 सेट्	 उ॰ । 	च॑हँ॑ 		परिकल्कने 	१०।	०४०५ ॥
चह्	 । भ्वा॰	 सेट्	 प॰ । 	च॑हँ॑ 		परिकल्कने 	०१।	०८३० ॥
चह्	 । चु॰	 सेट्	 उ॰ । 	च॑हँ॑ 		परिकल्पने 	१०।	०१२० ॥
चाय्	 । भ्वा॰	 सेट्	 उ॰ । 	चा॑यृँ॒॑ 		पूजानिशामनयोः 	०१।	१०२३ ॥
चि	 । चु॰	 सेट्	 उ॰ । 	चि॑ 	(जु॑चिँ॑ जि॑विँ॑)	[[भाषार्थः] च] 	१०।	०३२५ ॥
चि	 । चु॰	 सेट्	 उ॰ । 	चि॑ञ् 		चयने 	०५।	०००५ ॥
चि	 । स्वा॰	 अनिट्	 उ॰ । 	चि॒ञ् 		चयने 	१०।	०१२४ ॥
चिट्	 । भ्वा॰	 सेट्	 प॰ । 	चि॑टँ॑ 		परप्रैष्ये (परप्रेष्ये) 	०१।	०३५३ ॥
चित्	 । चु॰	 सेट्	 आ॰ । 	चि॑तँ॒ 		सञ्चेतने 	१०।	०१९२ ॥
चित्	 । भ्वा॰	 सेट्	 प॰ । 	चि॑तीँ॑ 		सञ्ज्ञाने 	०१।	००३९ ॥
चित्र (चित्र्)	 । चु॰	 सेट्	 उ॰ । 	चि॑त्रँ॑ 		चित्रीकरणे । कदाचिद्दर्शने 	१०।	०४५९ ॥
चिन्त्	 । चु॰	 सेट्	 उ॰ । 	चि॑तिँ॑ 		स्मृत्याम् 	१०।	०००२ ॥
चिरि	 । स्वा॰	 सेट्	 प॰ । 	चि॑रि॑ 		[हिंसायाम्] 	०५।	००३४ ॥
चिल्	 । तु॰	 सेट्	 प॰ । 	चि॑लँ॑ 		वसने 	०६।	००८२ ॥
चिल्ल्	 । भ्वा॰	 सेट्	 प॰ । 	चि॑ल्लँ॑ 		शैथिल्ये भावकरणे च 	०१।	०६११ ॥
चीक्	 । चु॰	 सेट्	 उ॰ । 	ची॑कँ॑ 		[आमर्षणे] च 	१०।	०३६४ ॥
चीब्	 । चु॰	 सेट्	 उ॰ । 	ची॑वँ॑ 	(ची॑बँ॑)	[भाषार्थः] 	१०।	०३०५ ॥
चीब्	 । भ्वा॰	 सेट्	 उ॰ । 	ची॑बृँ॒॑ 		[आदानसंवरणयोः] इत्येके 	०१।	१०२२ ॥
चीभ्	 । भ्वा॰	 सेट्	 आ॰ । 	ची॑भृँ॒ 		च [कत्थने] 	०१।	०४४६ ॥
चीव्	 । चु॰	 सेट्	 उ॰ । 	ची॑वँ॑ 	(ची॑बँ॑)	[भाषार्थः] 	१०।	०३०५ ॥
चीव्	 । भ्वा॰	 सेट्	 उ॰ । 	ची॑वृँ॒॑ 		आदानसंवरणयोः 	०१।	१०२१ ॥
चुक्क्	 । चु॰	 सेट्	 उ॰ । 	चु॑क्कँ॑ 		व्यथने 	१०।	००८५ ॥
चुच्य्	 । भ्वा॰	 सेट्	 प॰ । 	चु॑च्यँ॑ 		[अभिषवे] इत्येके 	०१।	०५९१ ॥
चुट्	 । तु॰	 सेट्	 प॰ । 	चु॑टँ॑ 		[छेदने] 	१०।	०१०३ ॥
चुट्	 । चु॰	 सेट्	 उ॰ । 	चु॑टँ॑ 		छेदने 	०६।	०१०४ ॥
चुट्ट्	 । चु॰	 सेट्	 उ॰ । 	चु॑ट्टँ॑ 		अल्पीभावे 	१०।	००३६ ॥
चुड्	 । तु॰	 सेट्	 प॰ । 	चु॑डँ॑ 		[संवरणे] 	०६।	०१२६ ॥
चुड्ड्	 । भ्वा॰	 सेट्	 प॰ । 	चु॑ड्डँ॑ 	(चु॑द्डँ॑)	भावकरणे 	०१।	०४०२ ॥
चुण्ट्	 । चु॰	 सेट्	 उ॰ । 	चु॑टिँ॑ 		छेदने 	१०।	०१६४ ॥
चुण्ड्	 । भ्वा॰	 सेट्	 प॰ । 	चु॑डिँ॑ 		अल्पीभावे 	०१।	०३६८ ॥
चुद्	 । चु॰	 सेट्	 उ॰ । 	चु॑दँ॑ 		सञ्चोदने 	१०।	००८१ ॥
चुद्ड्	 । भ्वा॰	 सेट्	 प॰ । 	चु॑ड्डँ॑ 	(चु॑द्डँ॑)	भावकरणे 	०१।	०४०२ ॥
चुप्	 । भ्वा॰	 सेट्	 प॰ । 	चु॑पँ॑ 		मन्दायां गतौ 	०१।	०४६९ ॥
चुम्ब्	 । भ्वा॰	 सेट्	 प॰ । 	चु॑बिँ॑ 		वक्त्रसंयोगे 	०१।	०४९५ ॥
चुम्ब्	 । चु॰	 सेट्	 उ॰ । 	चु॑बिँ॑ 		हिंसायाम् 	१०।	०१३० ॥
चुर्	 । चु॰	 सेट्	 उ॰ । 	चु॑रँ॑ 		स्तेये 	१०।	०००१ ॥
चुल्	 । चु॰	 सेट्	 उ॰ । 	चु॑लँ॑ 		समुच्छ्राये 	१०।	००९१ ॥
चुल्ल्	 । भ्वा॰	 सेट्	 प॰ । 	चु॑ल्लँ॑ 		भावकरणे 	०१।	०६०९ ॥
चूर्	 । दि॰	 सेट्	 आ॰ । 	चू॑रीँ॒ 		दाहे 	०४।	००५३ ॥
चूर्ण्	 । चु॰	 सेट्	 उ॰ । 	चू॑र्णँ॑ 		प्रेरणे 	१०।	०१४३ ॥
चूर्ण्	 । चु॰	 सेट्	 उ॰ । 	चू॑र्णँ॑ 		सङ्कोचने 	१०।	००२६ ॥
चूष्	 । भ्वा॰	 सेट्	 प॰ । 	चू॑षँ॑ 		पाने 	०१।	०७६७ ॥
चृत्	 । तु॰	 सेट्	 प॰ । 	चृ॑तीँ॑ 		हिंसाग्रन्थनयोः 	०६।	००४९ ॥
चृप्	 । चु॰	 सेट्	 उ॰ । 	चृ॑पँ॑ 		[सन्दीपने (इत्येके)] 	१०।	०३५३ ॥
चेल्	 । भ्वा॰	 सेट्	 प॰ । 	चे॑लृँ॑ 		[चलने] 	०१।	०६१५ ॥
चेष्ट्	 । भ्वा॰	 सेट्	 आ॰ । 	चे॑ष्टँ॒ 		चेष्टायाम् 	०१।	०२८९ ॥
च्यु	 । चु॰	 सेट्	 उ॰ । 	च्यु॑ 		हसने । सहने चेत्येके 	१०।	०२७५ ॥
च्युत्	 । भ्वा॰	 सेट्	 प॰ । 	च्यु॑तिँ॑र् 		आसेचने 	०१।	००४० ॥
छञ्ज्	 । चु॰	 सेट्	 उ॰ । 	छ॑जिँ॑ 		[कृच्छ्रजीवने] इत्येके 	१०।	०११४ ॥
छद (छद्)	 । चु॰	 सेट्	 उ॰ । 	छ॑दँ॑ 		अपवारणे 	१०।	०४८१ ॥
छद्	 । चु॰	 सेट्	 उ॰ । 	छ॑दँ॑ 		अपवारणे । छदिर् ऊर्जने (मित् - १।९२५) 	१०।	०३५९ ॥
छद्	 । चु॰	 सेट्	 उ॰ । 	छ॑दँ॑ 		संवरणे । छदिर् ऊर्जने (मित् - १।९२५) 	१०।	०३७० ॥
छन्द्	 । चु॰	 सेट्	 उ॰ । 	छ॑दिँ॑ 		संवरणे 	१०।	००६२ ॥
छम्	 । भ्वा॰	 सेट्	 प॰ । 	छ॑मुँ॑ 		[अदने] 	०१।	०५४१ ॥
छर्द्	 । चु॰	 सेट्	 उ॰ । 	छ॑र्द॑ 	(छृ॑दँ॑)	वमने 	१०।	००७८ ॥
छष्	 । भ्वा॰	 सेट्	 उ॰ । 	छ॑षँ॒॑ 		हिंसायाम् 	०१।	१०३५ ॥
छिद्	 । रु॰	 अनिट्	 उ॰ । 	छि॒दिँ॒॑र् 		द्वैधीकरणे 	०७।	०००३ ॥
छिद्र (छिद्र्)	 । चु॰	 सेट्	 उ॰ । 	छि॑द्रँ॑ 		कर्णभेदने । करणभेदन इत्येके 	१०।	०४६९ ॥
छुट्	 । तु॰	 सेट्	 प॰ । 	छु॑टँ॑ 		छेदने 	०६।	०१०५ ॥
छुड्	 । तु॰	 सेट्	 प॰ । 	छु॑डँ॑ 		[संवरणे] इत्येके 	०६।	०१२० ॥
छुप्	 । तु॰	 अनिट्	 प॰ । 	छु॒पँ॑ 		स्पर्शे 	०६।	०१५४ ॥
छुर्	 । तु॰	 सेट्	 प॰ । 	छु॑रँ॑ 		छेदने 	०६।	००९९ ॥
छृद्	 । रु॰	 सेट्	 उ॰ । 	उँ॑छृ॑दिँ॒॑र् 		दीप्तिदेवनयोः 	१०।	०३५२ ॥
छृद्	 । चु॰	 सेट्	 उ॰ । 	छृ॑दीँ॑ 		सन्दीपने 	०७।	०००८ ॥
छृप्	 । चु॰	 सेट्	 उ॰ । 	छृ॑पँ॑ 		[सन्दीपने (इत्येके)] 	१०।	०३५४ ॥
छेद (छेद्)	 । चु॰	 सेट्	 उ॰ । 	छे॑दँ॑ 		द्वैधीकरणे 	१०।	०४८० ॥
छो	 । दि॰	 अनिट्	 प॰ । 	छो॒ 		छेदने 	०४।	००४१ ॥
जंस्	 । चु॰	 सेट्	 उ॰ । 	ज॑सिँ॑ 		रक्षणे । मोक्षण इत्येके 	१०।	०१८२ ॥
जक्ष्	 । अ॰	 सेट्	 प॰ । 	ज॑क्षँ॑ 		भक्ष्यहसनयोः 	०२।	००६६ ॥
जज्	 । भ्वा॰	 सेट्	 प॰ । 	ज॑जँ॑ 		[युद्धे] 	०१।	०२७५ ॥
जञ्ज्	 । भ्वा॰	 सेट्	 प॰ । 	ज॑जिँ॑ 		युद्धे 	०१।	०२७६ ॥
जट्	 । भ्वा॰	 सेट्	 प॰ । 	ज॑टँ॑ 		[सङ्घाते] 	०१।	०३४२ ॥
जन्	 । जु॰	 सेट्	 प॰ । 	ज॑नँ॑ 		जनने (मित् - १।९३७) 	०३।	००२५ ॥
जन्	 । दि॰	 सेट्	 आ॰ । 	ज॑नीँ॒ 		प्रादुर्भावे (मित् - १।९३७) 	०४।	००४४ ॥
जप्	 । भ्वा॰	 सेट्	 प॰ । 	ज॑पँ॑ 		[व्यक्तायां वाचि] । जपँ मानसे च 	०१।	०४६३ ॥
जभ्	 । भ्वा॰	 सेट्	 आ॰ । 	ज॑भीँ॒ 		[गात्रविनामे] 	०१।	०४५३ ॥
जम्	 । भ्वा॰	 सेट्	 प॰ । 	ज॑मुँ॑ 		[अदने] 	०१।	०५४२ ॥
जम्भ्	 । चु॰	 सेट्	 उ॰ । 	ज॑भिँ॑ 		नाशने 	१०।	०२४१ ॥
जर्च्	 । भ्वा॰	 सेट्	 प॰ । 	ज॑र्त्सँ॑ 	(ज॑र्जँ॑ ज॑र्चँ॑)	[परिभाषणहिंसातर्जनेषु] 	०१।	०८१३ ॥
